178,106480	757,293333	728,166667	752,438889	733,021111	798,556111	771,856667	825,255556
178,493382	757,293333	728,166667	752,438889	733,021111	798,556111	771,856667	825,255556
178,880256	757,293333	728,166667	752,438889	733,021111	798,556111	771,856667	825,255556
179,267103	742,730000	672,340556	679,622222	669,913333	662,631667	728,166667	696,612778
179,653922	703,894444	601,951111	716,030556	672,340556	677,195000	699,040000	665,058889
180,040713	662,631667	696,612778	626,223333	669,913333	660,204444	677,195000	652,922778
180,427476	686,903889	650,495556	672,340556	657,777222	677,195000	631,077778	643,213889
180,814211	643,213889	589,815000	599,523889	689,331111	648,068333	638,359444	577,678889
181,200918	665,058889	648,068333	587,387778	672,340556	682,049444	609,232778	601,951111
181,587598	684,476667	577,678889	725,739444	662,631667	686,903889	599,523889	645,641111
181,974250	652,922778	628,650556	594,669444	575,251667	650,495556	657,777222	667,486111
182,360873	633,505000	657,777222	635,932222	679,622222	609,232778	643,213889	631,077778
182,747469	618,941667	611,660000	609,232778	631,077778	645,641111	616,514444	723,312222
183,134037	601,951111	582,533333	611,660000	672,340556	657,777222	686,903889	633,505000
183,520577	631,077778	733,021111	706,321667	606,805556	708,748889	694,185556	652,922778
183,907089	672,340556	614,087222	679,622222	611,660000	650,495556	604,378333	703,894444
184,293573	655,350000	684,476667	682,049444	594,669444	682,049444	638,359444	677,195000
184,680029	684,476667	677,195000	655,350000	696,612778	694,185556	686,903889	689,331111
185,066457	652,922778	786,420000	648,068333	679,622222	645,641111	708,748889	650,495556
185,452857	696,612778	725,739444	633,505000	737,875556	652,922778	614,087222	667,486111
185,839229	582,533333	747,584444	674,767778	677,195000	679,622222	757,293333	725,739444
186,225573	703,894444	786,420000	735,448333	686,903889	752,438889	679,622222	669,913333
186,611889	708,748889	733,021111	633,505000	711,176111	728,166667	655,350000	735,448333
186,998176	667,486111	682,049444	725,739444	650,495556	711,176111	723,312222	716,030556
187,384436	655,350000	752,438889	708,748889	713,603333	750,011667	733,021111	725,739444
187,770668	767,002222	733,021111	740,302778	716,030556	752,438889	740,302778	788,847222
188,156871	737,875556	699,040000	776,711111	767,002222	737,875556	779,138333	718,457778
