178,106480	747,584444	733,021111	720,885000	667,486111	774,283889	716,030556	677,195000
178,493382	747,584444	733,021111	720,885000	667,486111	774,283889	716,030556	677,195000
178,880256	747,584444	733,021111	720,885000	667,486111	774,283889	716,030556	677,195000
179,267103	635,932222	611,660000	667,486111	609,232778	611,660000	674,767778	701,467222
179,653922	652,922778	623,796111	645,641111	669,913333	631,077778	672,340556	621,368889
180,040713	660,204444	594,669444	582,533333	633,505000	553,406667	638,359444	655,350000
180,427476	621,368889	575,251667	599,523889	618,941667	599,523889	633,505000	548,552222
180,814211	628,650556	621,368889	652,922778	524,280000	643,213889	679,622222	633,505000
181,200918	560,688333	611,660000	667,486111	665,058889	497,580556	560,688333	580,106111
181,587598	536,416111	657,777222	594,669444	689,331111	643,213889	563,115556	611,660000
181,974250	587,387778	609,232778	609,232778	550,979444	558,261111	567,970000	577,678889
182,360873	604,378333	533,988889	514,571111	660,204444	548,552222	604,378333	548,552222
182,747469	621,368889	577,678889	546,125000	621,368889	652,922778	567,970000	577,678889
183,134037	580,106111	638,359444	567,970000	538,843333	606,805556	533,988889	643,213889
183,520577	652,922778	643,213889	604,378333	580,106111	594,669444	582,533333	635,932222
183,907089	684,476667	589,815000	577,678889	616,514444	601,951111	558,261111	519,425556
184,293573	621,368889	730,593889	611,660000	565,542778	577,678889	631,077778	621,368889
184,680029	575,251667	594,669444	628,650556	604,378333	546,125000	555,833889	575,251667
185,066457	694,185556	580,106111	633,505000	672,340556	589,815000	589,815000	616,514444
185,452857	706,321667	686,903889	609,232778	635,932222	672,340556	621,368889	643,213889
185,839229	674,767778	662,631667	665,058889	616,514444	577,678889	696,612778	711,176111
186,225573	560,688333	621,368889	589,815000	665,058889	645,641111	711,176111	616,514444
186,611889	638,359444	609,232778	648,068333	645,641111	643,213889	592,242222	667,486111
186,998176	650,495556	626,223333	652,922778	645,641111	633,505000	699,040000	691,758333
187,384436	701,467222	674,767778	706,321667	682,049444	677,195000	686,903889	657,777222
187,770668	657,777222	606,805556	689,331111	662,631667	682,049444	626,223333	735,448333
188,156871	672,340556	720,885000	718,457778	742,730000	733,021111	657,777222	774,283889
188,543046	672,340556	655,350000	689,331111	682,049444	737,875556	679,622222	638,359444
188,929193	657,777222	691,758333	716,030556	716,030556	735,448333	750,011667	696,612778
189,315312	711,176111	737,875556	701,467222	674,767778	737,875556	716,030556	618,941667
189,701403	735,448333	733,021111	716,030556	737,875556	788,847222	752,438889	752,438889
190,087466	684,476667	682,049444	708,748889	762,147778	682,049444	682,049444	674,767778
190,473500	720,885000	798,556111	796,128889	793,701667	718,457778	745,157222	723,312222
190,859506	834,964444	708,748889	769,429444	711,176111	769,429444	720,885000	718,457778
191,245484	730,593889	711,176111	764,575000	776,711111	706,321667	774,283889	750,011667
191,631434	800,983333	706,321667	757,293333	764,575000	747,584444	747,584444	752,438889
192,017355	798,556111	771,856667	706,321667	757,293333	725,739444	745,157222	808,265000
192,403248	798,556111	820,401111	735,448333	791,274444	703,894444	740,302778	793,701667
192,789113	798,556111	682,049444	720,885000	762,147778	803,410556	764,575000	788,847222
193,174949	757,293333	720,885000	737,875556	771,856667	686,903889	703,894444	723,312222
193,560757	759,720556	728,166667	730,593889	757,293333	735,448333	805,837778	810,692222
193,946537	759,720556	767,002222	813,119444	791,274444	781,565556	703,894444	735,448333
194,332288	832,537222	776,711111	735,448333	774,283889	740,302778	800,983333	771,856667
194,718011	786,420000	808,265000	708,748889	796,128889	786,420000	762,147778	723,312222
